state,buffer,selected_buffer,order,address,dma_words,command,kind,tpage,u,v,width,height,clut,overlap,text_cache,slot
slot1,1,1,0,2149227048,8,57,OTHER,,,,,,,0,0,
slot1,1,1,1,2149226972,9,45,FT4,152,0,0,256,256,,0,0,
slot1,1,1,2,2149248028,0,0,OTHER,,,,,,,0,0,
slot1,1,1,3,2149248032,0,0,OTHER,,,,,,,0,0,
slot1,1,1,4,2149248036,0,0,OTHER,,,,,,,0,0,
slot1,1,1,5,2149248040,0,0,OTHER,,,,,,,0,0,
slot1,1,1,6,2149248044,0,0,OTHER,,,,,,,0,0,
slot1,1,1,7,2149248048,0,0,OTHER,,,,,,,0,0,
slot1,1,1,8,2149248052,0,0,OTHER,,,,,,,0,0,
slot1,1,1,9,2149248056,0,0,OTHER,,,,,,,0,0,
slot1,1,1,10,2149248060,0,0,OTHER,,,,,,,0,0,
slot1,1,1,11,2149248064,0,0,OTHER,,,,,,,0,0,
slot1,1,1,12,2149248068,0,0,OTHER,,,,,,,0,0,
slot1,1,1,13,2149248072,0,0,OTHER,,,,,,,0,0,
slot1,1,1,14,2149248076,0,0,OTHER,,,,,,,0,0,
slot1,1,1,15,2149248080,0,0,OTHER,,,,,,,0,0,
slot1,1,1,16,2149248084,0,0,OTHER,,,,,,,0,0,
slot1,1,1,17,2149248088,0,0,OTHER,,,,,,,0,0,
slot1,1,1,18,2149248092,0,0,OTHER,,,,,,,0,0,
slot1,1,1,19,2149248096,0,0,OTHER,,,,,,,0,0,
slot1,1,1,20,2149248100,0,0,OTHER,,,,,,,0,0,
slot1,1,1,21,2149248104,0,0,OTHER,,,,,,,0,0,
slot1,1,1,22,2149248108,0,0,OTHER,,,,,,,0,0,
slot1,1,1,23,2149248112,0,0,OTHER,,,,,,,0,0,
slot1,1,1,24,2149248116,0,0,OTHER,,,,,,,0,0,
slot1,1,1,25,2149248120,0,0,OTHER,,,,,,,0,0,
slot1,1,1,26,2149248124,0,0,OTHER,,,,,,,0,0,
slot1,1,1,27,2149248128,0,0,OTHER,,,,,,,0,0,
slot1,1,1,28,2149248132,0,0,OTHER,,,,,,,0,0,
slot1,1,1,29,2149248136,0,0,OTHER,,,,,,,0,0,
slot1,1,1,30,2149248140,0,0,OTHER,,,,,,,0,0,
slot1,1,1,31,2149248144,0,0,OTHER,,,,,,,0,0,
slot1,1,1,32,2149248148,0,0,OTHER,,,,,,,0,0,
slot1,1,1,33,2149248152,0,0,OTHER,,,,,,,0,0,
slot1,1,1,34,2149248156,0,0,OTHER,,,,,,,0,0,
slot1,1,1,35,2149248160,0,0,OTHER,,,,,,,0,0,
slot1,1,1,36,2149248164,0,0,OTHER,,,,,,,0,0,
slot1,1,1,37,2149248168,0,0,OTHER,,,,,,,0,0,
slot1,1,1,38,2149248172,0,0,OTHER,,,,,,,0,0,
slot1,1,1,39,2149248176,0,0,OTHER,,,,,,,0,0,
slot1,1,1,40,2149248180,0,0,OTHER,,,,,,,0,0,
slot1,1,1,41,2149248184,0,0,OTHER,,,,,,,0,0,
slot1,1,1,42,2149248188,0,0,OTHER,,,,,,,0,0,
slot1,1,1,43,2149248192,0,0,OTHER,,,,,,,0,0,
slot1,1,1,44,2149248196,0,0,OTHER,,,,,,,0,0,
slot1,1,1,45,2149248200,0,0,OTHER,,,,,,,0,0,
slot1,1,1,46,2149248204,0,0,OTHER,,,,,,,0,0,
slot1,1,1,47,2149248208,0,0,OTHER,,,,,,,0,0,
slot1,1,1,48,2149248212,0,0,OTHER,,,,,,,0,0,
slot1,1,1,49,2149248216,0,0,OTHER,,,,,,,0,0,
slot1,1,1,50,2149248220,0,0,OTHER,,,,,,,0,0,
slot1,1,1,51,2149248224,0,0,OTHER,,,,,,,0,0,
slot1,1,1,52,2149248228,0,0,OTHER,,,,,,,0,0,
slot1,1,1,53,2149248232,0,0,OTHER,,,,,,,0,0,
slot1,1,1,54,2149248236,0,0,OTHER,,,,,,,0,0,
slot1,1,1,55,2149248240,0,0,OTHER,,,,,,,0,0,
slot1,1,1,56,2149248244,0,0,OTHER,,,,,,,0,0,
slot1,1,1,57,2149248248,0,0,OTHER,,,,,,,0,0,
slot1,1,1,58,2149248252,0,0,OTHER,,,,,,,0,0,
slot1,1,1,59,2149248256,0,0,OTHER,,,,,,,0,0,
slot1,1,1,60,2149248260,0,0,OTHER,,,,,,,0,0,
slot1,1,1,61,2149248264,0,0,OTHER,,,,,,,0,0,
slot1,1,1,62,2149248268,0,0,OTHER,,,,,,,0,0,
slot1,1,1,63,2149248272,0,0,OTHER,,,,,,,0,0,
slot1,1,1,64,2149248276,0,0,OTHER,,,,,,,0,0,
slot1,1,1,65,2149248280,0,0,OTHER,,,,,,,0,0,
slot1,1,1,66,2149248284,0,0,OTHER,,,,,,,0,0,
slot1,1,1,67,2149248288,0,0,OTHER,,,,,,,0,0,
slot1,1,1,68,2149248292,0,0,OTHER,,,,,,,0,0,
slot1,1,1,69,2149248296,0,0,OTHER,,,,,,,0,0,
slot1,1,1,70,2149248300,0,0,OTHER,,,,,,,0,0,
slot1,1,1,71,2149248304,0,0,OTHER,,,,,,,0,0,
slot1,1,1,72,2149248308,0,0,OTHER,,,,,,,0,0,
slot1,1,1,73,2149248312,0,0,OTHER,,,,,,,0,0,
slot1,1,1,74,2149248316,0,0,OTHER,,,,,,,0,0,
slot1,1,1,75,2149248320,0,0,OTHER,,,,,,,0,0,
slot1,1,1,76,2149248324,0,0,OTHER,,,,,,,0,0,
slot1,1,1,77,2149248328,0,0,OTHER,,,,,,,0,0,
slot1,1,1,78,2149248332,0,0,OTHER,,,,,,,0,0,
slot1,1,1,79,2149248336,0,0,OTHER,,,,,,,0,0,
slot1,1,1,80,2149248340,0,0,OTHER,,,,,,,0,0,
slot1,1,1,81,2149248344,0,0,OTHER,,,,,,,0,0,
slot1,1,1,82,2149248348,0,0,OTHER,,,,,,,0,0,
slot1,1,1,83,2149248352,0,0,OTHER,,,,,,,0,0,
slot1,1,1,84,2149248356,0,0,OTHER,,,,,,,0,0,
slot1,1,1,85,2149248360,0,0,OTHER,,,,,,,0,0,
slot1,1,1,86,2149248364,0,0,OTHER,,,,,,,0,0,
slot1,1,1,87,2149248368,0,0,OTHER,,,,,,,0,0,
slot1,1,1,88,2149248372,0,0,OTHER,,,,,,,0,0,
slot1,1,1,89,2149248376,0,0,OTHER,,,,,,,0,0,
slot1,1,1,90,2149248380,0,0,OTHER,,,,,,,0,0,
slot1,1,1,91,2149248384,0,0,OTHER,,,,,,,0,0,
slot1,1,1,92,2149248388,0,0,OTHER,,,,,,,0,0,
slot1,1,1,93,2149248392,0,0,OTHER,,,,,,,0,0,
slot1,1,1,94,2149248396,0,0,OTHER,,,,,,,0,0,
slot1,1,1,95,2149248400,0,0,OTHER,,,,,,,0,0,
slot1,1,1,96,2149248404,0,0,OTHER,,,,,,,0,0,
slot1,1,1,97,2149248408,0,0,OTHER,,,,,,,0,0,
slot1,1,1,98,2149248412,0,0,OTHER,,,,,,,0,0,
slot1,1,1,99,2149248416,0,0,OTHER,,,,,,,0,0,
slot1,1,1,100,2149248420,0,0,OTHER,,,,,,,0,0,
slot1,1,1,101,2149248424,0,0,OTHER,,,,,,,0,0,
