state,header,ordinal,packet_address,x,y,u,v,w,h,clut,plane,physical_index,char,command_word,nonzero_packet,coordinate_mode
1,0x801F031C,14,0x801EFF74,204,120,176,0,16,16,0x7FC0,0,44,습,0x041EFF40,1,
1,0x801F031C,15,0x801EFFA8,218,120,16,0,16,16,0x7FC2,2,6,니,0x041EFF74,1,
1,0x801F031C,16,0x801EFFDC,232,120,240,176,16,16,0x7FC0,0,720,념,0x041EFFA8,1,
1,0x801F031C,17,0x801F0010,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F031C,18,0x801F0044,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F031C,19,0x801F0078,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F031C,20,0x801F00AC,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F031C,21,0x801F00E0,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F031C,22,0x801F0114,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F031C,23,0x801F0148,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F031C,24,0x801F017C,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F031C,25,0x801F01B0,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F031C,26,0x801F01E4,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F031C,27,0x801F0218,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F031C,28,0x801F024C,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F031C,29,0x801F0280,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D44,49,0x801BF3B0,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D44,50,0x801BF3E4,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D44,51,0x801BF418,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D44,52,0x801BF44C,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D44,53,0x801BF480,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D44,54,0x801BF4B4,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D44,55,0x801BF4E8,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D44,56,0x801BF51C,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D44,57,0x801BF550,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D44,58,0x801BF584,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D44,59,0x801BF5B8,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D44,60,0x801BF5EC,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D44,61,0x801BF620,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D44,62,0x801BF654,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D44,63,0x801BF688,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D44,64,0x801BF6BC,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
2,0x801F031C,1,0x801EFCD0,144,122,96,16,16,16,0x7FC3,3,87,크,0x041EFC9C,1,
2,0x801F031C,2,0x801EFD04,158,122,48,0,16,16,0x7FC2,2,14,의,0x041EFCD0,1,
2,0x801F031C,3,0x801EFD38,172,122,160,32,16,16,0x7FC0,0,160, ,0x041EFD04,1,
2,0x801F031C,4,0x801EFD6C,88,120,160,32,16,16,0x7FC0,0,160, ,0x041EFD38,1,
2,0x801F031C,5,0x801EFDA0,94,120,224,48,16,16,0x7FC2,2,238,불,0x041EFD6C,1,
2,0x801F031C,6,0x801EFDD4,108,120,112,0,16,16,0x7FC3,3,31,러,0x041EFDA0,1,
