state,header,ordinal,packet_address,x,y,u,v,w,h,clut,plane,physical_index,char,coordinate_mode
1,0x801F031C,0,0x801EFC9C,125,120,32,0,16,16,0x7FC0,0,8,아,
1,0x801F031C,1,0x801EFCD0,139,120,96,16,16,16,0x7FC3,3,87,크,
1,0x801F031C,2,0x801EFD04,153,120,48,0,16,16,0x7FC2,2,14,의,
1,0x801F031C,3,0x801EFD38,167,120,160,32,16,16,0x7FC0,0,160, ,
1,0x801F031C,4,0x801EFD6C,173,120,96,112,16,16,0x7FC1,1,445,집,
1,0x801F0E18,0,0x801F0798,106,104,48,64,16,16,0x7FC3,3,255,저,
1,0x801F0E18,1,0x801F07CC,120,104,96,16,16,16,0x7FC1,1,85,장,
1,0x801F0E18,2,0x801F0800,134,104,96,0,16,16,0x7FC0,0,24,하,
1,0x801F0E18,3,0x801F0834,148,104,160,0,16,16,0x7FC0,0,40,시,
1,0x801F0E18,4,0x801F0868,162,104,80,16,16,16,0x7FC3,3,83,겠,
1,0x801F0E18,5,0x801F089C,176,104,176,0,16,16,0x7FC0,0,44,습,
1,0x801F0E18,6,0x801F08D0,190,104,16,0,16,16,0x7FC2,2,6,니,
1,0x801F0E18,7,0x801F0904,204,104,224,0,16,16,0x7FC2,2,58,까,
1,0x801F0E18,8,0x801F0938,218,104,112,48,16,16,0x7FC0,0,208,?,
1,0x801F0E18,9,0x801F096C,102,122,112,32,16,16,0x7FC2,2,150,예,
1,0x801F0E18,10,0x801F09A0,116,122,160,32,16,16,0x7FC0,0,160, ,
1,0x801F0E18,11,0x801F09D4,122,122,160,32,16,16,0x7FC0,0,160, ,
1,0x801F0E18,12,0x801F0A08,128,122,160,32,16,16,0x7FC0,0,160, ,
1,0x801F0E18,13,0x801F0A3C,134,122,160,32,16,16,0x7FC0,0,160, ,
1,0x801F0E18,14,0x801F0A70,140,122,160,32,16,16,0x7FC0,0,160, ,
1,0x801F0E18,15,0x801F0AA4,146,122,160,32,16,16,0x7FC0,0,160, ,
1,0x801F0E18,16,0x801F0AD8,152,122,32,0,16,16,0x7FC0,0,8,아,
1,0x801F0E18,17,0x801F0B0C,166,122,16,0,16,16,0x7FC2,2,6,니,
1,0x801F0E18,18,0x801F0B40,180,122,160,0,16,16,0x7FC3,3,43,요,
1,0x801F9D44,0,0x801BE9BC,46,32,32,16,16,16,0x7FC1,1,69,오,
1,0x801F9D44,1,0x801BE9F0,60,32,192,16,16,16,0x7FC3,3,111,르,
1,0x801F9D44,2,0x801BEA24,74,32,128,64,16,16,0x7FC3,3,275,카,
1,0x801F9D44,3,0x801BEA58,88,32,176,0,16,16,0x7FC3,3,47,스,
1,0x801F9D44,4,0x801BEA8C,102,32,160,32,16,16,0x7FC0,0,160, ,
1,0x801F9D44,5,0x801BEAC0,108,32,96,64,16,16,0x7FC3,3,267,언,
1,0x801F9D44,6,0x801BEAF4,122,32,112,16,16,16,0x7FC1,1,89,덕,
1,0x801F9D44,7,0x801BEB28,136,32,48,0,16,16,0x7FC2,2,14,의,
1,0x801F9D44,8,0x801BEB5C,150,32,160,32,16,16,0x7FC0,0,160, ,
1,0x801F9D44,9,0x801BEB90,156,32,176,0,16,16,0x7FC3,3,47,스,
1,0x801F9D44,10,0x801BEBC4,170,32,48,96,16,16,0x7FC1,1,373,톤,
1,0x801F9D44,11,0x801BEBF8,184,32,160,32,16,16,0x7FC0,0,160, ,
1,0x801F9D44,12,0x801BEC2C,190,32,144,0,16,16,0x7FC0,0,36,서,
1,0x801F9D44,13,0x801BEC60,204,32,144,0,16,16,0x7FC0,0,36,서,
1,0x801F9D44,14,0x801BEC94,218,32,48,0,16,16,0x7FC1,1,13,에,
1,0x801F9D44,15,0x801BECC8,232,32,160,32,16,16,0x7FC0,0,160, ,
1,0x801F9D44,16,0x801BECFC,238,32,160,64,16,16,0x7FC0,0,280,남,
1,0x801F9D44,17,0x801BED30,252,32,192,96,16,16,0x7FC0,0,408,겨,
1,0x801F9D44,18,0x801BED64,46,48,64,80,16,16,0x7FC2,2,318,져,
1,0x801F9D44,19,0x801BED98,60,48,160,32,16,16,0x7FC0,0,160, ,
1,0x801F9D44,20,0x801BEDCC,66,48,112,0,16,16,0x7FC2,2,30,있,
1,0x801F9D44,21,0x801BEE00,80,48,0,0,16,16,0x7FC0,0,0,다,
1,0x801F9D44,22,0x801BEE34,94,48,128,0,16,16,0x7FC0,0,32,.,
2,0x801F031C,0,0x801EFC9C,125,120,32,0,16,16,0x7FC0,0,8,아,
2,0x801F031C,1,0x801EFCD0,139,120,96,16,16,16,0x7FC3,3,87,크,
2,0x801F031C,2,0x801EFD04,153,120,48,0,16,16,0x7FC2,2,14,의,
2,0x801F031C,3,0x801EFD38,167,120,160,32,16,16,0x7FC0,0,160, ,
2,0x801F031C,4,0x801EFD6C,173,120,96,112,16,16,0x7FC1,1,445,집,
2,0x801F0E18,0,0x801F0798,106,104,48,64,16,16,0x7FC3,3,255,저,
2,0x801F0E18,1,0x801F07CC,120,104,96,16,16,16,0x7FC1,1,85,장,
2,0x801F0E18,2,0x801F0800,134,104,96,0,16,16,0x7FC0,0,24,하,
2,0x801F0E18,3,0x801F0834,148,104,160,0,16,16,0x7FC0,0,40,시,
2,0x801F0E18,4,0x801F0868,162,104,80,16,16,16,0x7FC3,3,83,겠,
2,0x801F0E18,5,0x801F089C,176,104,176,0,16,16,0x7FC0,0,44,습,
2,0x801F0E18,6,0x801F08D0,190,104,16,0,16,16,0x7FC2,2,6,니,
2,0x801F0E18,7,0x801F0904,204,104,224,0,16,16,0x7FC2,2,58,까,
2,0x801F0E18,8,0x801F0938,218,104,112,48,16,16,0x7FC0,0,208,?,
2,0x801F0E18,9,0x801F096C,102,122,112,32,16,16,0x7FC2,2,150,예,
2,0x801F0E18,10,0x801F09A0,116,122,160,32,16,16,0x7FC0,0,160, ,
2,0x801F0E18,11,0x801F09D4,122,122,160,32,16,16,0x7FC0,0,160, ,
2,0x801F0E18,12,0x801F0A08,128,122,160,32,16,16,0x7FC0,0,160, ,
2,0x801F0E18,13,0x801F0A3C,134,122,160,32,16,16,0x7FC0,0,160, ,
2,0x801F0E18,14,0x801F0A70,140,122,160,32,16,16,0x7FC0,0,160, ,
