state,header,ordinal,packet_address,x,y,u,v,w,h,clut,plane,physical_index,char,command_word,nonzero_packet,coordinate_mode
1,0x801F031C,5,0x801EFDA0,94,120,224,48,16,16,0x7FC2,2,238,불,0x041EFD6C,1,
1,0x801F031C,6,0x801EFDD4,108,120,112,0,16,16,0x7FC3,3,31,러,0x041EFDA0,1,
1,0x801F031C,7,0x801EFE08,122,120,32,16,16,16,0x7FC1,1,69,오,0x041EFDD4,1,
1,0x801F031C,8,0x801EFE3C,136,120,96,0,16,16,0x7FC3,3,27,고,0x041EFE08,1,
1,0x801F031C,9,0x801EFE70,150,120,160,32,16,16,0x7FC0,0,160, ,0x041EFE3C,1,
1,0x801F031C,10,0x801EFEA4,156,120,112,0,16,16,0x7FC2,2,30,있,0x041EFE70,1,
1,0x801F031C,11,0x801EFED8,170,120,176,0,16,16,0x7FC0,0,44,습,0x041EFEA4,1,
1,0x801F031C,12,0x801EFF0C,184,120,16,0,16,16,0x7FC2,2,6,니,0x041EFED8,1,
1,0x801F031C,13,0x801EFF40,198,120,0,0,16,16,0x7FC0,0,0,다,0x041EFF0C,1,
1,0x801F031C,14,0x801EFF74,204,120,176,0,16,16,0x7FC0,0,44,습,0x041EFF40,1,
1,0x801F031C,15,0x801EFFA8,218,120,16,0,16,16,0x7FC2,2,6,니,0x041EFF74,1,
1,0x801F031C,16,0x801EFFDC,232,120,0,0,16,16,0x7FC0,0,0,다,0x041EFFA8,1,
1,0x801F031C,17,0x801F0010,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F031C,18,0x801F0044,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F031C,19,0x801F0078,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F031C,20,0x801F00AC,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F0E18,19,0x801F0B74,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F0E18,20,0x801F0BA8,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F0E18,21,0x801F0BDC,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F0E18,22,0x801F0C10,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F0E18,23,0x801F0C44,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F0E18,24,0x801F0C78,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F0E18,25,0x801F0CAC,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F0E18,26,0x801F0CE0,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F0E18,27,0x801F0D14,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F0E18,28,0x801F0D48,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F0E18,29,0x801F0D7C,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F0E18,30,0x801F0DB0,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F0E18,31,0x801F0DE4,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D44,23,0x801BEE68,94,48,0,16,16,16,0x7FC0,0,60,우,0x041BEE34,1,
1,0x801F9D44,24,0x801BEE9C,108,48,96,96,16,16,0x7FC2,2,386,빌,0x041BEE68,1,
1,0x801F9D44,25,0x801BEED0,122,48,160,32,16,16,0x7FC0,0,160, ,0x041BEE9C,1,
1,0x801F9D44,26,0x801BEF04,128,48,96,32,16,16,0x7FC3,3,147,안,0x041BEED0,1,
1,0x801F9D44,27,0x801BEF38,142,48,96,80,16,16,0x7FC0,0,324,쪽,0x041BEF04,1,
1,0x801F9D44,28,0x801BEF6C,156,48,48,0,16,16,0x7FC2,2,14,의,0x041BEF38,1,
1,0x801F9D44,29,0x801BEFA0,170,48,160,32,16,16,0x7FC0,0,160, ,0x041BEF6C,1,
1,0x801F9D44,30,0x801BEFD4,176,48,160,32,16,16,0x7FC0,0,160, ,0x041BEFA0,1,
1,0x801F9D44,31,0x801BF008,182,48,80,16,16,16,0x7FC2,2,82,한,0x041BEFD4,1,
1,0x801F9D44,32,0x801BF03C,196,48,0,0,16,16,0x7FC0,0,0,다,0x041BF008,1,
1,0x801F9D44,33,0x801BF070,210,48,128,0,16,16,0x7FC0,0,32,.,0x041BF03C,1,
1,0x801F9D44,34,0x801BF0A4,230,48,128,0,16,16,0x7FC3,3,35,기,0x041BF070,1,
1,0x801F9D44,35,0x801BF0D8,244,48,160,32,16,16,0x7FC0,0,160, ,0x041BF0A4,1,
1,0x801F9D44,36,0x801BF10C,250,48,80,32,16,16,0x7FC1,1,141,위,0x041BF0D8,1,
1,0x801F9D44,37,0x801BF140,46,64,160,0,16,16,0x7FC2,2,42,해,0x041BF10C,1,
1,0x801F9D44,38,0x801BF174,60,64,144,0,16,16,0x7FC0,0,36,서,0x041BF140,1,
1,0x801F9D88,0,0x801BF6BC,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D88,1,0x801BF6F0,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D88,2,0x801BF724,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D88,3,0x801BF758,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D88,4,0x801BF78C,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D88,5,0x801BF7C0,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D88,6,0x801BF7F4,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D88,7,0x801BF828,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D88,8,0x801BF85C,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D88,9,0x801BF890,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D88,10,0x801BF8C4,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D88,11,0x801BF8F8,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D88,12,0x801BF92C,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
1,0x801F9D88,13,0x801BF960,0,0,0,0,0,0,0x0000,,,<None>,0x04000000,1,
